"author_id","author_name"
"11502","David Hiam"
"41278","David Hill"
"15203","David Hills"
"26098","David Hinkin Jr"
"4958","David Hinton"
"10530","David Hobbs"
"30118","David Hoffman"
"9490","David Hollenbach"
"40911","David Holloway"
"12406","David Holmes"
"37085","David Honeyman"
"42919","David Howell"
"37539","David Howlett"
"44953","David Huang"
"14370","David Hudson"
"34816","David Hui"
"42683","David Hunter"
"1628","David Ian Rabey"
"48692","David Ignatius"
"5147","David Impastato"
"9165","David J Jakubiak"
"49910","David J Levy"
"49064","David J Voelker"
"16427","David J. A. Clines"
"39249","David J. Aidley"
"45240","David J. Dean"
"18198","David J. Diamond"
"36748","David J. Harris"
"43107","David J. Howe"
"39265","David J. Kirkland"
"8815","David J. Linden"
"4345","David J. Morton"
"34181","David J. Nutt"
"39563","David J. Owen"
"32600","David J. Palmiter"
"1663","David J. Rogers"
"2009","David J. Roof"
"20688","David J. Rothkopf"
"45361","David J. Rothman"
"20864","David J. Siegel"
"33465","David J. Simourd"
"5534","David J. Skal"
"14804","David J. Timson"
"48515","David J. Weber"
"38268","David Jack"
"33716","David Jackson"
"18866","David James"
"28763","David Jandrell"
"19656","David Jarrett"
"42698","David Jefferis"
"22394","David Jeffries"
"27855","David Jenkins"
"35925","David Jeremiah"
"25212","David Jimenez"
"40123","David Joe"
"35030","David John"
"43890","David Johnston"
"40708","David Josephson"
"10987","David K. Barton"
"15438","David K. Cheng"
"21427","David K. Wyatt"
"13495","David Kaplan"
"17830","David Katerere"
"19580","David Kember"
"36037","David Kenyon"
"20118","David Kergel"
"38458","David Kerr"
"34622","David Khara"
"23921","David Kindop"
"19215","David Kiremidjian"
"34671","David Kirwan"
"9917","David Klausmeyer"
"45027","David Klebanov"
"45754","David Knight"
"29257","David Koutsoukis"
"290","David Kovacs"
"30047","David Kraus"
"34996","David L Canales"
"43668","David L Gray"
"42178","David L Henson"
"48984","David L Pech"
"18451","David L. Andrews"
"49125","David L. Bristow"
"10808","David L. Cleland"
"33819","David L. G. Noakes"
"12278","David L. Gilday"
"2992","David L. Goodrich"
"41197","David L. Hayes"
"6770","David L. Hudson"
"43642","David L. Jones"
"37743","David L. Joyce"
"34971","David L. Katz"
"18565","David L. Palmer"
"2991","David L. Rinear"
"34833","David L. Robbins"
"25551","David LaChapelle"
"34745","David Lambert"
"23254","David Lapham"
"41721","David Larcker"
"43045","David Lavery"
"16003","David Law"
"4733","David Lawrence Preston"
"20520","David Laws"
"47280","David LeBlanc"
"35827","David LeDoux"
"32856","David Leadbeater"
"44397","David Leaphart"
"26124","David Leatherbarrow"
"34663","David Leavitt"
"13189","David Lee"
"15771","David Lee Carlson"
"50408","David Lee Kuo Cheun"
"38433","David Lee Russell"
"3257","David Lester"
"36007","David Letterman"
"606","David Levine"
"252","David Levithan"
"42251","David Lewman"
"22140","David Ley"
"45668","David Lightbown"
"9538","David Lightsey"
"46086","David Lo"
"31046","David Locke"
"43129","David Longman"
"12248","David Lopez Jimenez"
"47104","David Lowe"
"32807","David Lozano"
"42393","David Luban"
"5528","David Lunde"
"5539","David Luque López"
"26970","David Lynch"
"39946","David M Luterman"
"19208","David M. Adamson"
"15220","David M. Anderson"
"74","David M. Guss"
"17119","David M. Keithly"
"40095","David M. Knipe"
"22230","David M. Levine"
"10658","David M. Lodge"
"49619","David M. McGee"
"17575","David M. Miller"
"48626","David M. Owings"
"7478","David M. Timmerman"
"38805","David MacBride"
"21160","David Macey"
"32190","David Macinnis Gill"
"3905","David Malouf"
"8734","David Mann"
"40897","David Manning"
"36593","David Marantz"
"22073","David Marshall"
"837","David Matless"
"46639","David Max"
"28127","David McComb"
"40814","David McCombe"
"31505","David McCullough"
"11287","David McFadden"
"29425","David McKee"
"33406","David McKeegan"
"5641","David McKnight"
"46156","David McMahon"
"48513","David Melling"
"26981","David Melzer"
"45466","David Mendes"
"12235","David Mendlovic"
"42176","David Messing"
"32107","David Metzenthen"
"21831","David Michael"
"35433","David Michaelis"
"22844","David Michelinie"
"36759","David Michener"
"31728","David Mikics"
"42305","David Miles"
"10620","David Mitchell"
"29091","David Moishe Schwab"
"496","David Molyneux"
"34936","David Monteath"
"25443","David Montgomery"
"3894","David Moon"
"49785","David Moore Lindsay"
"7023","David Morrell"
"26417","David Morris"
"34899","David Mower"
"38041","David Murphy"
"19565","David Murray"
"13558","David Myhra"
"17274","David N Aspin"
"21296","David N Boyd"
"12013","David N. Schwartz"
"137","David Nash"
"5717","David Natali"
"37192","David Nature"
"29984","David Nel·lo"
"41492","David Neuberger"
"8806","David Neuhaus"
"49673","David Newhardt"
"7773","David Newsome"
"36632","David Nickle"
"48719","David Nicolle"
"4218","David Niven"
"41215","David Nocca"
"43255","David Nolan"
"1091","David Notley"
"21410","David Nunan"
"12229","David Nunes"
"13149","David O'Doherty"
"34790","David O'Donnell"
"12071","David O. Hall"
"25522","David Odo"
"29060","David Olenick"
"22504","David Openshaw"
"11939","David Orme"
"4286","David Orrell"
"29763","David Overton"
"34259","David P Adams"
"40654","David P. Bazett-Jones"
"33447","David P. Rein"
"35906","David Page"
"28342","David Parkinson"
"16700","David Parmeter"
"21663","David Paul"
"50142","David Pearce"
"3127","David Pearce Penhallow"
"28471","David Pelham"
"10648","David Pereira"
"619","David Peter Robbins"
"31180","David Pietrusza"
"17710","David Pitfield"
"31638","David Pittu"
"46167","David Planchard"
"9501","David Poeppel"
"37558","David Porter"
"46876","David Powers"
"49312","David Pritchard Dr"
"13018","David Purdie Thomson"
"43210","David Puttnam"
"705","David Quammen"
"24043","David Quantick"
"40001","David R Goldmann"
"39645","David R Stoecklein"
"4450","David R Wellens"
"4437","David R Wellens M a"
"37458","David R. Dowell"
"38751","David R. Farley"
"32671","David R. Grove"
"11400","David R. Jacobs"
"47416","David R. Marples"
"13132","David R. Ramsdale"
"27496","David R. Thompson"
"29523","David Rakoff"
"10606","David Ramon Quinonez"
"47063","David Randall"
"36025","David Rapkin"
"25241","David Raskin"
"19954","David Ray Griffin"
"7844","David Rayner"
"6695","David Remnick"
"37513","David Reynolds"
"41042","David Rhodes"
"5759","David Ricardo"
"10686","David Richardson"
"34998","David Rintoul"
"48325","David Roberts"
"44112","David Rodriguez"
"15258","David Rogers"
"14369","David Rogerson"
"47679","David Rooney"
"24593","David Rosenblatt"
"48761","David Rosenfelt"
"5363","David Rosenlieb"
"47054","David Ross"
"8817","David Rothman"
"34376","David Roy Bellwood"
"40330","David Rubenstein"
"9429","David Rubinsztein"
"20096","David Runciman"
"4954","David Rye"
"31543","David S Hawes"
"18117","David S Hogsette"
"5816","David S Ruder"
"30551","David S Schade"
"18989","David S. Awbrey"
"9065","David S. Latchman"
"37607","David S. MacDonald"
"11509","David S. Simon"
"12839","David S. Wilson"
"44068","David Salomons"
"4084","David Schalkwyk"
"49038","David Schenck"
"35336","David Schiller"
"3931","David Schmitz"
"21161","David Schnarch"
"27897","David Schuemann"
"29773","David Sedaris"
"39062","David Servan-Schreiber"
"539","David Seymour"
"4985","David Sharek"
"38060","David Shephard"
"5757","David Shepherd"
"16533","David Sherrin"
"33146","David Shier"
"31158","David Shih"
"40290","David Sime"
"43276","David Simon"
"21669","David Simpson"
"35502","David Sipress"
"47254","David Skuse"
"43294","David Skynner"
"5940","David Slavitt"
"15261","David Smith"
"20180","David Solenky"
"8281","David Solomons"
"28512","David Southwell"
"49222","David Spence"
"32461","David Spencer"
"3266","David Spendlove"
"28583","David Sque"
"43239","David Squire"
"29600","David Stafford"
"19942","David Stam"
"33764","David Stanley"
"11409","David Starkey"
"458","David Starr Jordan"
"33117","David Stephen Calonne"
"15658","David Stevenson"
"14690","David Stewart"
"6576","David Stratton"
"30046","David Stuart"
"47822","David Stuart Davies"
"28241","David Stubbs"
"1316","David Suchet"
"3562","David Sumpter"
"19233","David Sutton"
"31118","David Swain"
"25254","David Sylvester"
"3491","David T M Green"
"6406","David T Phillips"
"38493","David T Yew"
"19062","David T. Bradley"
"40165","David T. Curiel"
"36300","David T. Wilbanks"
"38049","David T. Zabecki"
"1519","David Taylor"
"45131","David Thompson"
"31072","David Thorpe"
"33284","David Thurtle"
"31373","David Timson"
"31868","David Tinkler"
"3445","David Toht"
"12477","David Toke"
"26861","David Toop"
"41014","David Tough"
"5776","David Tushingham"
"27567","David Urbano"
"18062","David V. Kalbaugh"
"34450","David Vale"
"30806","David Valois"
"36804","David Vandyke"
"32462","David Vaughan"
"13969","David Vinden"
"22494","David Vines"
"41834","David Visco"
"36022","David Viscott"
"5829","David W Berg"
"46018","David W Beskeen"
"22043","David W Cooney"
"9571","David W Oxtoby"
"46959","David W Rhind"
"9783","David W. Blight"
"43576","David W. Grigsby"
"22236","David W. Hall"
"17111","David W. Jardine"
"33083","David W. Kimberlin"
"20155","David W. Lesch"
"11399","David W. McCandless"
"4955","David W. McFadden"
"16845","David W. Neubauer"
"3880","David W. Pollock"
"1012","David W. Rodick"
"5397","David W. Stewart"
"22956","David Walden"
"20205","David Walker"
"2710","David Waller"
"49814","David Walton"
"43339","David Ward"
"45014","David Waters"
"47959","David Watson"
"425","David Waugh"
"40333","David Wayne"
"26919","David Webb"
"38071","David Weber"
"23576","David Wellington"
"11778","David Wells"
"25316","David Wenzel"
"35076","David West"
"1424","David Wheaton"
"43758","David Wheeler-Reed"
"16392","David Whyte"
"43170","David Wild"
"40331","David Wilks"
"50463","David Willcocks"
"36274","David William May"
"25873","David Williams"
"540","David Williams Publisher"
"1056","David Wilson"
"21009","David Wippman"
"48361","David Wirmer"
"9992","David Wishart"
"49273","David Witter"
"10470","David Wojnarowicz"
"12123","David Womersley"
"8760","David Wright"
"19190","David Yashar"
"37753","David Yerex"
"7636","David Young"
"32994","David Zarbock"
"42663","David Zurawik"
"27565","David a Osei"
"3993","David de la Viuda Barbadillo"
"27374","Davide Ferretto"
"34737","Davies"
"38009","Davin Coburn"
"34952","Davin Seay"
"32948","Davina Lohm"
"3816","Davis"
"36927","Davis Ashura"
"36811","Davis Bunn"
"5796","Davis R Dewey"
"48425","Davis S. Rhorer"
"36654","Davison J. Gumbo"
"17998","Davood Domiri Ganji"
"19806","Davor Paukovic"
"6524","Davy Zyw"
"2420","Dawan Coombs"
"19241","Dawei Zheng"
"40853","Dawn & Oscar Andalon"
"24370","Dawn Anderson"
"2152","Dawn Babb Prochovnic"
"41210","Dawn Bauling"
"12173","Dawn Casey"
"28144","Dawn D Boyer Ph D"
"15514","Dawn D'Amico"
"41296","Dawn Dais"
"9460","Dawn Day Biehler"
"24490","Dawn DeVries Sokol"
"49680","Dawn Fletcher"
"29742","Dawn Hale"
"6795","Dawn Isaac"
"8148","Dawn Kurtagich"
"44063","Dawn Layna Fried"
"44356","Dawn Marina Holloway"
"17555","Dawn Marley"
"32689","Dawn Murphy"
"19797","Dawn Paley"
"8922","Dawn Prince-Hughes PH.D."
"20339","Dawn Richards"
"1501","Dawn Spence-lewis"
"30508","Daws Butler"
"32194","Dawson"
"20349","Daxton R. Stewart"
"42299","Dayna Martin"
"29438","Dayna Reid Mason"
"4500","Dayna Steele"
"49131","Dayre De Mailhol"
"34120","Daywind Trax"
"7685","Dazenmonk Designs"
"22333","Ddr Delisio"
"29151","Dds Jack Von Bulow"
"44021","De Boissieux C"
"13218","De Chasteigner-P"
"13224","De Gasparin-A"
"8774","De Groot"
"44020","De Scudery M"
"18342","De Sellers"
"484","De Souza Jose Camisao"
"16831","De Teule E"
"13641","De-en Jiang"
"20895","DeWitt Clinton Poole"
"881","Dean A Hendrickson"
"35067","Dean Atta"
"41246","Dean Blotto Gray"
"19971","Dean Clayton"
"15173","Dean Foreman"
"36061","Dean Gallagher"
"12505","Dean Gregurek"
"25944","Dean Haspiel"
"30426","Dean Herald"
"21749","Dean Johnson"
"29886","Dean Johnstone"
"15125","Dean Judy"
"49664","Dean Karnazes"
"4144","Dean Keith Simonton"
"42800","Dean Knudsen"
"22175","Dean Koontz"
"33201","Dean McKay"
"19502","Dean Muccio"
"33994","Dean Pitchford"
"31964","Dean R. Koontz"
"10460","Dean Regas"
"47239","Dean Six"
"35953","Dean Snow"
"25794","Dean Sobel"
"41690","Dean Strang"
"854","Dean Warren"
"4908","Dean Young"
"22390","Deana Delisiosss"
"22597","Deana Delisiotio"
"21196","Deane Blackler"
"29278","Deane Jordan"
"34584","Deanna Hurst"
"24053","Deanna Knippling"
"13588","Deanna Krause McDonald"
"34916","Deanna McFadden"
"50335","Deanne Panday"
"43381","Deb Grabham"
"33154","Deb Hall"
"42495","Deb Mills"
"27532","Deb Strain"
"32006","Deb Wheaton"
"46688","Debahuti Mishra"
"13355","Debalina Sengupta"
"12905","Debashri Banerjee"
"13058","Debasis Bagchi"
"43349","Debasmita Dasgupta"
"5142","Debasree Ghosh"
"18334","Debasri Roy"
"6480","Debbi Dimaggio"
"5113","Debbi King"
"24672","Debbie Abrahams"
"48176","Debbie Cenziper"
"10683","Debbie Chalmers"
"18422","Debbie Craig"
"462","Debbie Dadey"
"3815","Debbie Ford"
"30714","Debbie Gisonni"
"263","Debbie Jo Loftin"
"21633","Debbie L. Sydow"
"41558","Debbie Lamedman"
"1167","Debbie Leadbetter"
"42847","Debbie Levy"
"30611","Debbie Macomber"
"17942","Debbie McGirr"
"17362","Debbie Orr"
"3706","Debbie Sassen"
"41180","Debby Cryer"
"34401","Debby K. Fantz"
"24553","Debby Kay"
"29602","Debby Prints"
"25498","Deberny Type Foundry"
"30538","Debjani Mukherjee Biswas"
"36233","Debora Godfrey"
"10285","Debora Katz"
"40957","Debora M Coty"
"7817","Deborah A. Levin"
"1153","Deborah Ann Kent"
"18791","Deborah Avrin"
"43972","Deborah Balmuth"
"19684","Deborah Bird Rose"
"587","Deborah Carroll"
"31891","Deborah Cassrels"
"8378","Deborah Chancellor"
"22401","Deborah Cooke"
"44207","Deborah Cuyle"
"48473","Deborah Dash Moore"
"8883","Deborah Deutsch Smith"
"2324","Deborah Ellis"
"40476","Deborah F. MacFarlane"
"8910","Deborah Gillan Straub"
"49627","Deborah Graham"
"35051","Deborah Gregory"
"43929","Deborah Gruenfeld"
"34137","Deborah Hautzig"
"9384","Deborah Heiligman"
"37892","Deborah Hunt"
"18738","Deborah J Levine"
"44928","Deborah J. Cohan"
"2281","Deborah J. Seepersaud"
"28289","Deborah J. Yashar"
"23695","Deborah L McDonald"
"39588","Deborah L. Bevvino"
"32481","Deborah L. Cabaniss"
"26372","Deborah L. Krohn"
"41779","Deborah L. Martin"
"42395","Deborah L. Rhode"
"18549","Deborah Meier"
"19603","Deborah Moldow"
"34265","Deborah Muller"
"43423","Deborah Mutch"
"18345","Deborah P Waber"
"27553","Deborah Padgett"
"33005","Deborah Phillips"
"13332","Deborah R. Glaser"
"31958","Deborah Reed"
"32720","Deborah Robertson"
"15429","Deborah Ruf"
"19693","Deborah Short"
"6426","Deborah Smith Pegues"
"43593","Deborah Spring"
"18050","Deborah Tannen"
"2466","Deborah Underwood"
"22933","Deborah Willis"
"44033","Deborah Worley"
"32669","Debra A Benton"
"1571","Debra A Miller"
"13321","Debra Amrein-Boyes"
"41283","Debra Angel Macdougall"
"7778","Debra Bandelin"
"17349","Debra Cfp Cpa Chfc Clu Sawyer"
"36924","Debra Clopton"
"44203","Debra Cochran"
"14489","Debra Davis"
"38291","Debra Deangelo"
"22659","Debra Dunbar"
"39201","Debra Gimlin"
"5092","Debra Harris"
"36801","Debra Holland"
"11774","Debra Housel"
"17100","Debra J Caruso Marrone"
"36184","Debra J. Gawrych"
"44015","Debra J. Rose"
"14928","Debra J. Taxman"
"20617","Debra K. Meyer"
"47011","Debra Keller"
"11860","Debra Knopman"
"38995","Debra L Klamen"
"28194","Debra Little"
"5855","Debra M Kirby"
"25285","Debra N. Mancoff"
"33326","Debra Powell"
"24727","Debra Prinzing"
"41674","Debra Robinson"
"16230","Debra Schiman"
"3410","Debra Sidely"
"9397","Debra Voege"
"26463","Decio Carugati"
"7201","Decker Christian"
"1391","Dedria Bryfonski"
"44353","Dedwydd Jones"
"28208","Dee Coloring Books"
"42281","Dee Deck"
"39985","Dee E Fell"
"34293","Dee Gillingham"
"31233","Dee Henderson"
"3299","Dee Hockenberry"
"17467","Dee Keane"
"43287","Dee Laduke"
"33481","Dee Lestari"
"8798","Dee Tadlock"
"8759","Dee Turner"
"35189","Deepak Arora"
"30626","Deepak Chopra"
"13244","Deepak Dinesan"
"46653","Deepak Joshi"
"18203","Deepak Kumar Fulwani"
"19412","Deepak Maini"
"46792","Deepak Marwah"
"13477","Deepak Mathur"
"22414","Deepak Nayyar"
"17011","Deepak Prem Subramony"
"18315","Deepak Uttamchandani"
"27697","Deepika Mahalakshmi"
"46742","Deepti Chopra"
"35962","Deepti Gupta"
"31578","Deer and Deer Hunting Magazine"
"25783","Defne Ayas"
"6419","Degree Gift"
"40450","Deiary F. Kader"
"37328","Deidra Kelvin"
"19677","Deidre Rubenstein"
"6553","Deidre Shauna Lynch"
"6779","Deirdre Clancy Steer"
"6205","Deirdre Kinahan"
"34164","Deirdre L. Church"
"24190","Deirdre N. McCloskey"
"5018","Deirdre Osborne"
"34915","Deirdre Sullivan"
"45288","Dejan Sarka"
"16725","Delaumosne Delaumosne"
"16616","Deliles Gifts"
"43033","Della Couling"
"20225","Della Summers"
"32963","Dellinger Blanco"
"39928","Delmar"
"3001","Delmar Publishers"
"1990","Delmar Thomas C Stawart"
"39925","Delmar Thomson Learning"
"29393","Delmus E. Williams"
"15006","Delores B. Lindsey"
"34676","Delphine de Montalier"
"45193","Delsee Notebooks"
"37875","Delthia Ricks"
"22413","Deluxe Tomes"
"45336","Demarious Bowens"
"45859","Demetres D. Kouvatsos"
"17781","Demetrios G. Sampson"
"21055","Demetrius"
"32101","Demitria Lunetta"
"32191","Dena K. Salmon"
"27112","Dena M. Woodall"
"48589","Denes Saari"
"19513","Deng Lu"
"31410","Denica Fairman"
"6870","Denis Alexander"
"22931","Denis Boisclair"
"20978","Denis Casarsa"
"39236","Denis Crane"
"25454","Denis Curti"
"13138","Denis E. Showalter"
"47488","Denis Eardley"
"24833","Denis Gray"
"48541","Denis Judd"
"41713","Denis Kelleher"
"43077","Denis Meikle"
"43123","Denis Norden"
"49946","Denis O'Callaghan"
"22223","Denis O'Hearn"
"8403","Denis Savoie"
"46162","Denis Tuffelli"
"10248","Denis-J-B"
"28635","Denise Beaubien Bennett"
"44860","Denise Bosler"
"10662","Denise Chapman Weston"
"37305","Denise Cook"
"42473","Denise D. Bielby"
"16977","Denise D. Nessel"
"31979","Denise De Rome"
"23707","Denise Dietz"
"49309","Denise Duguay"
"9629","Denise Gabuzda"
"11846","Denise Gaskins"
"47201","Denise Gosnell"
"33721","Denise Grover Swank"
"25561","Denise Hagstromer"
"24728","Denise J. Howard"
"28793","Denise J. Youngblood"
"35980","Denise Jarvie"
"38627","Denise Justice"
"30633","Denise Linn"
"8724","Denise M Jordan"
"12470","Denise M. Germanno"
"3213","Denise Melato"
"48297","Denise Mina"
"21826","Denise Peck"
"45232","Denise Seguin"
"33935","Denise Swanson"
"45294","Denise Tsang"
"24541","Denise Urban"
"10250","Denison Olmsted"
"13850","Denney Bosanquet"
"14776","Dennis A. Attwood"
"34344","Dennis Avon"
"13172","Dennis Beach"
"25393","Dennis Busch"
"36463","Dennis Byrd"
"20656","Dennis C. Grube"
"22442","Dennis C. Rasmussen"
"29768","Dennis D. MacDonald"
"49893","Dennis Dewall"
"19340","Dennis E Batt"
"39010","Dennis E. Shasha"
"32698","Dennis Foon"
"14702","Dennis G. Nelson"
"46343","Dennis G. Zill"
"20001","Dennis Glover"
"2909","Dennis Gressel"
"20793","Dennis H. Green"
"41237","Dennis Hay"
"4581","Dennis Holland"
"5126","Dennis J Bernstein"
"27587","Dennis J Stevens"
"1552","Dennis Kennedy"
"36840","Dennis Kleinman"
"21139","Dennis LaVoie"
"18536","Dennis Lee Malone"
"39430","Dennis Magner"
"21250","Dennis Michael McInerney"
"43577","Dennis Miller"
"1289","Dennis N Griffin"
"44831","Dennis Ougrin"
"15174","Dennis P. Kehoe"
"16663","Dennis P. Rosenbaum"
"10811","Dennis Patrick Allen Jr"
"14418","Dennis Paul Valenzeno"
"11841","Dennis Pepper"
"43036","Dennis Potter"
"25021","Dennis Preston"
"28954","Dennis R. Young"
"17152","Dennis Reed"
"43670","Dennis Rosenthal"
"27856","Dennis Sharp"
"45884","Dennis Shasha"
"48140","Dennis Showalter"
"36823","Dennis Stone"
"38715","Dennis Sweeney"
"35288","Dennis T. Olsen"
"45071","Dennis a Keeling"
"13743","Denny Davis"
"45570","Denny Dayton"
"33252","Denny Levin"
"49671","Denny Miller"
"25092","Denonvilliers Company"
"37718","Denton A. Cooley"
"16393","Deo Poonwassie"
"47812","Deon Meyer"
"30093","Department for Communities and Local Government"
"23411","Department of Biology John Sparrow"
"16781","Department of Defense (Dod)"
"6637","Department of Energy"
"15539","Department of Interior"
"37341","Department of Science and Art"
"6412","Department of Transport"
"19290","Dept of Housing and Urban Development"
"1026","Dept of Marine and Fisheries"
"46526","Derby Brooks"
"37345","Derby Town and County Library"
"9163","Dereck Joubert"
"41454","Derek A. Epp"
"34489","Derek Arden"
"20967","Derek Attridge"
"42796","Derek Ausbon McCoy"
"49437","Derek Beattie"
"19688","Derek Bok"
"49812","Derek Bracegirdle"
"30514","Derek Crowter"
"16384","Derek Davy"
"17679","Derek Dunn-Rankin"
"45819","Derek Felsher"
"45571","Derek Ferguson"
"2879","Derek Glover"
"19555","Derek Good"
"35226","Derek Gow"
"12028","Derek Grossman"
"42163","Derek H. Davis"
"44623","Derek Hall"
"7477","Derek Horton"
"8353","Derek J. Raine"
"13064","Derek Jackson"
"20764","Derek Jordan"
"35215","Derek Keilty"
"16062","Derek Lee"
"17462","Derek Manson-smith"
"5510","Derek Mills"
"46885","Derek Mutton"
"46254","Derek Partridge"
"31343","Derek Perkins"
"33803","Derek Pomeroy"
"30590","Derek Prince"
"42921","Derek R. Peterson"
"20340","Derek Ridgers"
"20974","Derek Sayer"
"21336","Derek Sellen"
"45847","Derek Shaeffer"
"38819","Derek Smith"
"21333","Derek Tait"
"4117","Derek Walcott"
"7598","Derek Wall"
"9534","Derek Webber"
"9526","Derek Weber"
"41510","Derek Weems"
"27519","Derence Rolle Davis"
"43186","Deric Pearce"
"50008","Derick Allsop"
"3990","Derick Gant"
"15961","Derick Kojo Howard"
"19748","Derina R. Holtzhausen"
"203","Dermot Bolger"
"34740","Dermot Crowley"
"45229","Derong Liu"
"23716","Deronia Journals"
"30511","Derrick G Wood"
"43280","Derrick Goodwin"
"14122","Derrunay R. Rondon"
"31583","Dervla McTiernan"
"30568","Deryn Edwards"
"4576","Deryn Rees-Jones"
"47560","Des Amis De La Bibliothque Socit Des Amis De La Bibliothque N"
"162","Des Hammill"
"37373","Des Kennedy"
"29963","Desadri"
"28255","Desgin Originals"
"38942","Deshpande Hemant"
"29000","Desi Northup"
"28891","Desi Nrothup"
"23727","Design & Publish"
"24518","Design Paper Press"
"35056","Designer Diaries"
"35054","Designer Organizers"
"25416","Designerbooks"
"24262","Desire Bois"
"39630","Desire Brits"
"44485","Desire Pontet"
"24140","Desire Success Publishing"
"42250","Desired Creatives Appointment Books"
"43823","Desired Creatives Journals"
"47727","Desiree Bashi"
"45316","Desmond Ballard"
"43684","Desmond Greer"
"9578","Desouky Saad"
"12441","Dessislava Boshnakova"
"35027","Destiny Soria"
"48133","Detlef Junker"
"18629","Detlef Schulz"
"27406","Detlof Von Winterfeldt"
"43574","Detroit Red Wings"
"19120","Deutsche Gesell"
"13842","Deutsche Gesellschaft Fur Geotechnik"
"36218","Dev Aujla"
"14905","Dev G. Raheja"
"44611","Devadas Krishnadas"
"14005","Devaki Chandramouli"
"41419","Devara Thunderbeat"
"30974","Devdutt Pattanaik"
"12723","Devendra K. Choudhary"
"13052","Devesh Ranjan"
"3752","Devin D Thorpe"
"4691","Devin Johnston"
"23339","Devin K. Grayson"
"1975","Devis Grebu"
"23958","Devon C Spray"
"30555","Devon O'Day"
"33588","Devon Sorvari"
"48940","Devora E Butler"
"36558","Devra Woodward"
"18281","Dewayne Hopper"
"7101","Dewayne Rocky Aloysius"
"19574","Dewey H. Hodges"
"46236","Dewitt Stanford"
"34544","Dexter Hawk"
"25343","Deyan Sudjic"
"46399","Deze Zeng"
"4757","Dezso Tandori"
"14258","Dhananjay Kumar"
"46402","Dharm Singh Jat"
"11162","Dharmendra Kumar Gupta"
"36916","Dharmendra Singh"
"5058","Dhaval Rathod"
"16045","Dhillon Kothari"
"9924","Dhiman Jitender"
"46679","Dhinaharan Nagamalai"
"13484","Dhirendra S. Katti"
"42568","Dhiya Al-Jumeily"
"8125","Dhonielle Clayton"
"14969","Di Qiu"
"21165","Di Taylor"
"30851","DiAnn Mills"
"3792","Dia L. Michels"
"37583","Dian Nel"
"3140","Diana Alvarez-Marin"
"45250","Diana Bartley"
"9586","Diana Beljaars"
"12858","Diana Bogueva"
"17280","Diana Bonet"
"4261","Diana Brodman Summers"
"27394","Diana Burton"
"4122","Diana Button"
"39158","Diana Carter"
"16967","Diana Coben"
"17322","Diana Dugan"
"2095","Diana G Gallagher"
"39291","Diana Geiger"
"20002","Diana Greene Foster"
"8634","Diana Hacker"
"32388","Diana Hicks"
"28396","Diana Ibanez Lopez"
"48471","Diana L. Linden"
"47266","Diana L. Thompson"
"44396","Diana M. Miller"
"40374","Diana M. Vaamonde Martin"
"50153","Diana Mukiibi"
"26088","Diana Nawi"
"27134","Diana Nixon"
"34631","Diana Orgain"
"31330","Diana Palmer"
"42664","Diana R. Williams"
"43828","Diana Rubino"
"46896","Diana S. Wolfe"
"39287","Diana Satkamp"
"2291","Diana Wagman"
"43934","Diana Wells"
"42924","Diana Wetherill"
"33168","Diane Ackerman"
"30641","Diane Ahlquist"
"1779","Diane Andrews Henningfeld"
"45333","Diane Barrett"
"10051","Diane Bell"
"26310","Diane Bleck"
"30390","Diane Boucher"
"32386","Diane Capri"
"5242","Diane Di Prima"
"44238","Diane Dorrans Saeks"
"25385","Diane Elizabeth Kelleher"
"10496","Diane F. Birt"
"2649","Diane Gonzales Bertrand"
"37791","Diane Gow McDilda"
"38383","Diane H. Schetky"
"33323","Diane Hall"
"8116","Diane Hocevar"
"46670","Diane J. Cook"
"16957","Diane K. Kovacs"
"5046","Diane Kathrine"
"49202","Diane Kirkland"
"39689","Diane Kraft"
"37316","Diane L. McKay"
"2200","Diane Lindsey Reeves"
"15799","Diane M Bassett"
"24812","Diane Maddex"
"42398","Diane Magras"
"16167","Diane McKeever"
"41475","Diane McSeveny-Foster"
"33915","Diane Oatley"
"1594","Diane P. Casale-Giannola"
"1513","Diane P. Zimmerman"
"15450","Diane Parker"
"15828","Diane R Gehart"
"31841","Diane Sanfilippo"
"5865","Diane Seuss"
"16851","Diane Smallwood"
"574","Diane Sweeney"
"41974","Diane Urquhart"
"15756","Diane Windingland"
"22490","Diane-Laure Arjalies"
"5167","Diane/D Kay/K Leslie-Miller"
"33402","Diann Gruber"
"44219","Dianna Booher"
"16548","Dianna Podmoroff"
"37548","Dianna R. Dennis"
"44869","Dianne Cassidy"
"30829","Dianne Duvall"
"44993","Dianne E. McCallister"
"40625","Dianne M. Bartels"
"25605","Dianne Minnaar"
"17598","Dianne Ramdeholl"
"19471","Dianne Schilling"
"14358","Dianne Zager"
"28577","Diantha Dow Schull"
"37948","Dibah Jiva"
"36095","Dick Cavett"
"13339","Dick Clark"
"43080","Dick Clement"
"32869","Dick Cluster"
"31069","Dick Cross"
"5408","Dick Davis"
"35518","Dick Debartolo"
"36584","Dick Eastman"
"43316","Dick Enberg"
"35315","Dick Francis"
"43195","Dick Hafer"
"49799","Dick Harvey"
"31476","Dick Hill"
"8108","Dick King-Smith"
"3013","Dick Mulready"
"27670","Dick Pearce"
